session,fn,idx,sex,audio_caption,emotion,text,Bio,aus,visual_caption
1,Ses01F_impro03,42,F,The speaker sounds happy.,hap,Oh.,"Speaker F appears to be thoughtful and considerate, often responding with supportive statements and gentle suggestions. They seem to prioritize harmony in the conversation, occasionally steering the dialogue towards more positive or neutral topics when conflicts arise.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01F_impro03,43,F,The speaker sounds happy.,hap,Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,"Speaker F appears to be thoughtful and considerate, often responding with supportive statements and gentle suggestions. They seem to prioritize harmony in the conversation, occasionally steering the dialogue towards more positive or neutral topics when conflicts arise.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
1,Ses01F_impro03,44,M,Male,hap,"But the pennies always get you because you end up spending like, you know, fifty bucks.","Speaker M appears to be assertive and direct in their communication. They contribute clearly stated opinions and seem confident in their viewpoints. However, without more context, it's difficult to determine if this assertiveness is always constructive or if there are any nuances in their tone or choice of words that might indicate underlying emotions such as frustration or anger.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01F_impro03,45,F,The speaker sounds happy.,hap,Fifty bucks. Mmhmm.,"Speaker F appears to be thoughtful and considerate, often responding with supportive statements and gentle suggestions. They seem to prioritize harmony in the conversation, occasionally steering the dialogue towards more positive or neutral topics when conflicts arise.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
1,Ses01F_impro03,46,M,The speaker sounds angry.,hap,"like, wait, but it's just pennies.  You're like, wait a minute I'm on to you.","Speaker M appears to be assertive and direct in their communication. They contribute clearly stated opinions and seem confident in their viewpoints. However, without more context, it's difficult to determine if this assertiveness is always constructive or if there are any nuances in their tone or choice of words that might indicate underlying emotions such as frustration or anger.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
1,Ses01F_impro03,47,F,The speaker sounds like a man.,hap,Yeah.,"Speaker F appears to be thoughtful and considerate, often responding with supportive statements and gentle suggestions. They seem to prioritize harmony in the conversation, occasionally steering the dialogue towards more positive or neutral topics when conflicts arise.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01F_impro03,48,F,Happy,hap,Well so now we're married. We have cat children.,"Speaker F appears to be thoughtful and considerate, often responding with supportive statements and gentle suggestions. They seem to prioritize harmony in the conversation, occasionally steering the dialogue towards more positive or neutral topics when conflicts arise.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
1,Ses01F_impro03,49,M,The speaker sounds happy.,hap,Awesome.,"Speaker M appears to be assertive and direct in their communication. They contribute clearly stated opinions and seem confident in their viewpoints. However, without more context, it's difficult to determine if this assertiveness is always constructive or if there are any nuances in their tone or choice of words that might indicate underlying emotions such as frustration or anger.","Cheek Raiser, Lip Corner Puller",Nan
1,Ses01F_impro03,50,M,The speaker sounds happy.,hap,[LAUGHTER] Cat babies.,"Speaker M appears to be assertive and direct in their communication. They contribute clearly stated opinions and seem confident in their viewpoints. However, without more context, it's difficult to determine if this assertiveness is always constructive or if there are any nuances in their tone or choice of words that might indicate underlying emotions such as frustration or anger.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
1,Ses01F_impro03,51,F,Happy,hap,"We renamed Brenda, Lumber Janet.","Speaker F appears to be thoughtful and considerate, often responding with supportive statements and gentle suggestions. They seem to prioritize harmony in the conversation, occasionally steering the dialogue towards more positive or neutral topics when conflicts arise.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
1,Ses01F_impro03,52,M,The speaker sounds happy.,hap,That's fair enough.,"Speaker M appears to be assertive and direct in their communication. They contribute clearly stated opinions and seem confident in their viewpoints. However, without more context, it's difficult to determine if this assertiveness is always constructive or if there are any nuances in their tone or choice of words that might indicate underlying emotions such as frustration or anger.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
1,Ses01F_impro03,53,F,Happy,hap,She needs a new name each state that we go into. [LAUGHTER],"Speaker F appears to be thoughtful and considerate, often responding with supportive statements and gentle suggestions. They seem to prioritize harmony in the conversation, occasionally steering the dialogue towards more positive or neutral topics when conflicts arise.","Cheek Raiser, Lip Corner Puller",Nan
1,Ses01M_impro05,0,F,"The speaker sounds female, around 25 years old, speaking English with a neutral mood.",neu,Can I help you?,"Speaker F appears to be articulate and composed, often providing detailed responses. They seem thoughtful and considerate in their interactions, occasionally showing a sense of humor. However, there is also a hint of reservedness or possibly hesitation at times, indicating they might be cautious in fully opening up during the conversation.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
1,Ses01M_impro05,1,M,Angry,neu,"Yes, please help me.  Where is my bag?","Speaker M appears to be assertive and direct in their communication. They often interrupt or speak over others, which could indicate a need for more patience or consideration towards other speakers. Their statements are generally clear and to the point, suggesting confidence and decisiveness. However, this approach might sometimes lead to conflicts or difficulty in building collaborative relationships.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro05,2,F,Male,neu,I need a little more information.,"Speaker F appears to be articulate and composed, often providing detailed responses. They seem thoughtful and considerate in their interactions, occasionally showing a sense of humor. However, there is also a hint of reservedness or possibly hesitation at times, indicating they might be cautious in fully opening up during the conversation.","Inner Brow Raiser, Outer Brow Raiser, Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Stretcher, Jaw Drop",Nan
1,Ses01M_impro05,3,M,Angry,neu,"Where is my bag?  Come on, I've been here for four hours.","Speaker M appears to be assertive and direct in their communication. They often interrupt or speak over others, which could indicate a need for more patience or consideration towards other speakers. Their statements are generally clear and to the point, suggesting confidence and decisiveness. However, this approach might sometimes lead to conflicts or difficulty in building collaborative relationships.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
1,Ses01M_impro05,4,F,Angry,neu,What- What flight did you come in on?,"Speaker F appears to be articulate and composed, often providing detailed responses. They seem thoughtful and considerate in their interactions, occasionally showing a sense of humor. However, there is also a hint of reservedness or possibly hesitation at times, indicating they might be cautious in fully opening up during the conversation.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro05,5,M,The speaker sounds angry.,neu,"Okay, I'm coming in from Atlanta.","Speaker M appears to be assertive and direct in their communication. They often interrupt or speak over others, which could indicate a need for more patience or consideration towards other speakers. Their statements are generally clear and to the point, suggesting confidence and decisiveness. However, this approach might sometimes lead to conflicts or difficulty in building collaborative relationships.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
1,Ses01M_impro05,6,F,The speaker sounds happy.,neu,Georgia?,"Speaker F appears to be articulate and composed, often providing detailed responses. They seem thoughtful and considerate in their interactions, occasionally showing a sense of humor. However, there is also a hint of reservedness or possibly hesitation at times, indicating they might be cautious in fully opening up during the conversation.","Inner Brow Raiser, Brow Lowerer, Lip Corner Depressor",Nan
